ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAY_0;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default.payment.next.month;risk_leak;BILL_AMT_SUM;LIMIT_BAL_LOG;CITY;RISK_RATING
22503;50000.0;2.0;2.0;2.0;44.0;0;0;2;3;2;0;16094.0;18961.0;20857.0;20229.0;19623.0;19878.0;3155.0;2500.0;0.0;0.0;707.0;713.0;1;0.9365617137919919;115642.0;10.819.798.284.210.200;City_18;1
22504;260000.0;2.0;2.0;2.0;;0;0;0;0;0;0;251330.0;256988.0;234260.0;227884.0;202178.0;198467.0;10000.0;9014.0;11002.0;7503.0;7502.0;7500.0;1;0.9593607158237856;1371107.0;12.468.440.756.144.100;City_10;1
22505;260000.0;2.0;2.0;2.0;33.0;-1;-1;-1;-1;-1;0;5188.0;12357.0;28656.0;7497.0;7685.0;15434.0;13000.0;29022.0;7500.0;27769.0;12000.0;6200.0;1;10.178.808.341.374.500;76817.0;12.468.440.756.144.100;City_5;1
22506;310000.0;2.0;1.0;1.0;33.0;-2;-2;-2;-2;-2;-2;2729.0;0.0;0.0;0.0;0.0;343.0;0.0;0.0;0.0;0.0;343.0;410.0;1;12.019.197.667.156.300;3072.0;12.644.330.802.262.500;City_14;1
22507;60000.0;2.0;2.0;1.0;37.0;2;2;2;2;2;2;42101.0;43594.0;44700.0;45465.0;46215.0;47125.0;2500.0;2100.0;1800.0;1800.0;1800.0;2000.0;1;1.094.154.374.813.330;269200.0;11.002.116.507.732.000;City_48;2
22508;120000.0;2.0;2.0;2.0;40.0;-1;-1;-1;-1;-1;-1;32130.0;3610.0;3790.0;18508.0;20737.0;-28.0;3613.0;3818.0;18564.0;20988.0;0.0;0.0;0;0.14658218995208167;78747.0;11.695.255.355.062.700;City_4;1
22509;400000.0;2.0;2.0;1.0;;0;0;0;0;0;0;10928.0;12730.0;14486.0;13419.0;14313.0;14524.0;2000.0;2002.0;2000.0;2000.0;3000.0;5000.0;0;-0.1699836850623377;80400.0;12.899.222.326.086.900;City_45;1
22510;80000.0;2.0;3.0;1.0;45.0;-2;-2;-2;-2;-2;-2;640.0;23699.0;2676.0;-4.0;-4.0;-4.0;23699.0;22670.0;0.0;0.0;0.0;0.0;0;-0.016811604513752083;27003.0;11.289.794.413.577.800;City_14;1
22511;60000.0;2.0;2.0;1.0;40.0;0;0;0;0;0;0;31168.0;32649.0;34117.0;35243.0;36350.0;37113.0;2000.0;2000.0;2000.0;2000.0;1500.0;2000.0;0;-0.15761565756434948;206640.0;11.002.116.507.732.000;City_36;1
22512;160000.0;2.0;2.0;1.0;40.0;0;0;0;2;0;0;137930.0;137695.0;146193.0;139323.0;140719.0;143638.0;6574.0;12121.0;0.0;5100.0;10251.0;5205.0;0;-0.07347695721635875;845498.0;11.982.935.344.196.400;City_43;1
22513;220000.0;2.0;2.0;1.0;34.0;0;0;0;0;0;0;208009.0;212271.0;166288.0;168146.0;172345.0;177151.0;8200.0;8000.0;6108.0;7000.0;7743.0;7700.0;0;-0.19229483500513253;1104210.0;12.301.387.370.778.700;City_10;1
22514;300000.0;2.0;2.0;1.0;46.0;0;0;-1;0;-1;0;5287.0;5750.0;2977.0;4796.0;2367.0;7367.0;3000.0;3000.0;2500.0;2367.0;5000.0;3000.0;0;-0.1819623986330585;28544.0;12.611.541.086.966.100;City_4;1
22515;100000.0;2.0;2.0;2.0;32.0;0;0;0;0;0;0;101556.0;98734.0;98858.0;98259.0;80849.0;81151.0;3481.0;6006.0;3246.0;2994.0;2903.0;2849.0;0;0.07429475525726707;559407.0;1.151.293.546.492.020;City_46;1
22516;60000.0;2.0;2.0;1.0;37.0;0;0;0;0;0;0;55233.0;54898.0;52890.0;49066.0;34105.0;32778.0;1940.0;2019.0;2236.0;1351.0;1326.0;1454.0;0;0.07635621182237418;278970.0;11.002.116.507.732.000;City_34;1
22517;80000.0;2.0;2.0;1.0;43.0;0;0;0;0;0;0;71100.0;72066.0;71751.0;72034.0;73261.0;74479.0;10000.0;9000.0;9000.0;9000.0;9000.0;9500.0;0;0.1571039452873114;434691.0;11.289.794.413.577.800;City_32;1
22518;10000.0;2.0;3.0;2.0;43.0;-1;-1;-1;0;0;-2;1593.0;1928.0;5797.0;7727.0;4196.0;0.0;2006.0;5805.0;4013.0;4217.0;4.0;12700.0;0;0.019340983740076707;21241.0;9.210.440.366.976.510;City_20;1
22519;30000.0;2.0;3.0;3.0;40.0;-1;-1;-1;-1;-1;-1;29896.0;11158.0;18245.0;9714.0;28103.0;9207.0;11158.0;18245.0;9714.0;28112.0;9207.0;14379.0;0;0.10086620135520892;106323.0;10.308.985.993.422.000;City_23;1
22520;500000.0;2.0;1.0;1.0;36.0;-2;-2;-2;-2;-2;-2;9241.0;10786.0;12376.0;12660.0;8000.0;20514.0;10786.0;12390.0;12692.0;8016.0;20514.0;16625.0;0;0.09211686135356376;73577.0;13.122.365.377.402.300;City_50;1
22521;40000.0;2.0;3.0;1.0;40.0;1;-1;2;2;2;-2;-531.0;2661.0;3871.0;1488.0;0.0;0.0;3383.0;2000.0;0.0;0.0;0.0;431.0;1;0.8698909595714613;7489.0;10.596.659.732.783.500;City_18;2
22522;300000.0;2.0;2.0;2.0;35.0;0;0;-1;-1;0;-1;48926.0;22580.0;300.0;5107.0;5107.0;3028.0;1006.0;350.0;5107.0;0.0;3028.0;60.0;0;0.04117053531395196;85048.0;12.611.541.086.966.100;City_20;1
22523;20000.0;2.0;2.0;1.0;34.0;2;2;2;2;2;2;13552.0;16513.0;17549.0;18907.0;19114.0;19186.0;3188.0;1600.0;3570.0;801.0;901.0;1.0;0;0.009638905777254424;104821.0;990.353.755.128.617;City_5;2
22524;280000.0;2.0;1.0;2.0;37.0;-1;2;-1;-1;-1;-1;2560.0;2343.0;4689.0;2289.0;1700.0;803.0;0.0;4689.0;2300.0;1725.0;803.0;129.0;1;10.304.683.603.905.500;14384.0;1.254.254.845.357.350;City_6;1
22525;190000.0;2.0;1.0;2.0;38.0;0;0;0;0;0;0;39468.0;33983.0;35042.0;35699.0;36410.0;38067.0;2151.0;1910.0;1558.0;1269.0;2209.0;123347.0;0;0.14288828523153838;218669.0;12.154.784.614.286.600;City_32;1
22526;500000.0;2.0;2.0;1.0;33.0;-1;-1;-1;-1;-1;-1;9511.0;1468.0;3766.0;580.0;8120.0;1821.0;1468.0;3766.0;580.0;8120.0;1821.0;979.0;0;-0.0012165885355809969;25266.0;13.122.365.377.402.300;City_18;1
22527;250000.0;2.0;4.0;;43.0;-2;-2;-2;-2;-2;-2;-6.0;1298.0;826.0;2044.0;-16.0;-16.0;1304.0;830.0;2054.0;0.0;0.0;0.0;0;-0.18875962056648032;4130.0;12.429.220.196.836.300;City_18;1
22528;120000.0;2.0;3.0;2.0;47.0;-1;0;0;-1;-1;-1;7301.0;4542.0;3390.0;460.0;338.0;679.0;2327.0;;500.0;350.0;700.0;500.0;0;-0.24034006039334388;16710.0;11.695.255.355.062.700;City_40;1
22529;20000.0;2.0;3.0;2.0;35.0;-2;-2;-2;-2;-2;-2;0.0;1492.0;0.0;0.0;0.0;0.0;1492.0;0.0;0.0;0.0;0.0;0.0;0;-0.003936996796568908;1492.0;990.353.755.128.617;City_47;1
22530;210000.0;2.0;1.0;1.0;40.0;1;2;2;2;0;0;66635.0;56729.0;73783.0;58144.0;27617.0;14695.0;0.0;20012.0;24.0;33.0;0.0;223.0;0;-0.06592960582113305;297603.0;1.225.486.757.159.300;City_26;2
22531;220000.0;2.0;5.0;2.0;46.0;0;0;0;0;0;0;104603.0;107850.0;112108.0;113520.0;101164.0;88354.0;5000.0;6000.0;5000.0;3649.0;3580.0;4000.0;0;-0.1365520573286559;627599.0;12.301.387.370.778.700;City_24;1
22532;30000.0;2.0;3.0;1.0;49.0;0;0;0;0;0;0;28806.0;13406.0;14485.0;15936.0;16370.0;17105.0;;1600.0;2000.0;1000.0;1000.0;1000.0;0;-0.08757005498543585;106108.0;10.308.985.993.422.000;City_8;1
22533;340000.0;2.0;2.0;1.0;45.0;0;0;0;0;-1;-1;284099.0;286067.0;290374.0;5329.0;5029.0;7079.0;11000.0;;5336.0;5036.0;38592.0;4448.0;0;0.09055334211066557;877977.0;1.273.670.383.776.440;City_17;1
22534;180000.0;2.0;1.0;1.0;36.0;0;0;0;0;0;0;4911.0;6688.0;8432.0;9977.0;10030.0;10836.0;2000.0;2000.0;2000.0;500.0;1100.0;0.0;0;0.029386614362662072;50874.0;12.100.717.685.412.400;City_35;1
22535;40000.0;2.0;1.0;1.0;40.0;-1;-1;-1;-1;-1;0;776.0;776.0;776.0;776.0;1552.0;776.0;776.0;776.0;776.0;1552.0;0.0;1459.0;1;10.024.319.204.859.300;5432.0;10.596.659.732.783.500;City_49;1
22536;20000.0;2.0;2.0;1.0;37.0;0;0;0;0;0;0;19969.0;19568.0;19189.0;13708.0;11467.0;10614.0;1400.0;2000.0;1500.0;1000.0;1000.0;2000.0;0;0.015389592197180904;94515.0;990.353.755.128.617;City_1;1
22537;130000.0;2.0;2.0;1.0;48.0;2;2;2;2;2;2;105500.0;107761.0;109965.0;110797.0;107529.0;114104.0;5500.0;5400.0;4100.0;0.0;8500.0;0.0;1;10.213.766.153.038.000;655656.0;11.775.297.421.715.800;City_34;2
22538;50000.0;2.0;2.0;1.0;41.0;0;0;0;0;0;0;47406.0;48332.0;44295.0;43638.0;18788.0;15468.0;2200.0;2100.0;2228.0;1000.0;500.0;1150.0;1;10.940.036.360.811.500;217927.0;10.819.798.284.210.200;City_42;1
22539;300000.0;2.0;1.0;1.0;31.0;-1;-1;-1;2;-1;-1;17641.0;2749.0;27838.0;4184.0;856.0;6781.0;2765.0;28773.0;0.0;856.0;6781.0;8462.0;0;-0.011603764970253151;60049.0;12.611.541.086.966.100;City_2;1
22540;140000.0;2.0;2.0;2.0;33.0;0;0;0;0;0;0;62063.0;56426.0;41717.0;42823.0;25224.0;26855.0;22400.0;2000.0;2000.0;900.0;2000.0;10000.0;0;-0.16581825722206217;255108.0;11.849.404.844.423.000;City_5;1
22541;260000.0;2.0;2.0;1.0;46.0;0;0;0;2;2;2;16170.0;18256.0;19556.0;18136.0;24018.0;21490.0;3000.0;2934.0;0.0;8000.0;0.0;2000.0;0;0.02855566912647471;117626.0;12.468.440.756.144.100;City_11;1
22542;100000.0;2.0;2.0;1.0;45.0;0;0;0;0;0;0;90483.0;91893.0;91531.0;82398.0;73011.0;73711.0;3315.0;3664.0;3157.0;2572.0;3048.0;2680.0;0;0.038013408048657715;503027.0;1.151.293.546.492.020;City_7;1
22543;130000.0;2.0;2.0;2.0;40.0;2;0;0;2;0;0;8539.0;9559.0;12394.0;11883.0;9826.0;10167.0;1165.0;3000.0;0.0;500.0;500.0;2700.0;1;1.038.224.633.297.000;62368.0;11.775.297.421.715.800;City_49;2
22544;200000.0;2.0;2.0;2.0;;1;-2;-2;-2;-2;-1;0.0;0.0;0.0;0.0;0.0;665.0;0.0;0.0;0.0;0.0;665.0;0.0;1;10.892.653.387.037.100;665.0;12.206.077.645.517.600;City_27;2
22545;200000.0;2.0;1.0;1.0;48.0;-1;-1;-1;-1;-1;-1;657.0;0.0;2080.0;3567.0;0.0;1731.0;0.0;2080.0;3567.0;0.0;1731.0;1081.0;1;0.9253312300373997;8035.0;12.206.077.645.517.600;City_18;1
22546;200000.0;2.0;1.0;2.0;;1;-1;-1;-1;-1;-1;0.0;6372.0;2180.0;6605.0;970.0;0.0;6372.0;2182.0;6605.0;970.0;0.0;0.0;0;0.06546805051439235;16127.0;12.206.077.645.517.600;City_4;2
22547;180000.0;2.0;1.0;2.0;32.0;0;0;0;0;0;-1;17332.0;14579.0;17814.0;8260.0;9090.0;4441.0;;5000.0;2000.0;4110.0;4441.0;3549.0;0;0.16410025804779146;71516.0;12.100.717.685.412.400;City_43;1
22548;360000.0;2.0;;1.0;33.0;-2;-2;-2;-2;-2;-2;0.0;0.0;3240.0;1943.0;0.0;0.0;0.0;3240.0;1943.0;0.0;0.0;0.0;1;0.9595067511881641;5183.0;12.793.862.088.206.200;City_48;1
22549;420000.0;2.0;1.0;2.0;34.0;-1;-1;-1;0;0;-1;26232.0;8955.0;33661.0;12957.0;10221.0;40060.0;8967.0;33661.0;3005.0;3000.0;40060.0;5000.0;0;0.01945667046289964;132086.0;12.948.012.371.209.000;City_36;1
22550;180000.0;2.0;1.0;1.0;35.0;-1;-1;-1;2;-1;-1;3544.0;-36.0;163.0;163.0;1772.0;148.0;;1000.0;0.0;2000.0;0.0;5000.0;0;-0.012162591100420823;5754.0;12.100.717.685.412.400;City_33;1
22551;50000.0;2.0;3.0;1.0;35.0;3;2;2;2;0;0;34440.0;32823.0;34699.0;30869.0;29890.0;29719.0;0.0;3511.0;0.0;1045.0;1066.0;1134.0;0;-0.1173781850046697;192440.0;10.819.798.284.210.200;City_22;3
22552;120000.0;2.0;1.0;1.0;34.0;-2;-2;-2;-2;-2;-2;3755.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1.118.729.441.489.090;3755.0;11.695.255.355.062.700;City_37;1
22553;80000.0;2.0;3.0;1.0;;0;0;0;0;0;0;54986.0;55111.0;55239.0;54892.0;45862.0;45086.0;1966.0;2055.0;1720.0;1458.0;1475.0;1587.0;0;-0.011086853113441745;311176.0;11.289.794.413.577.800;City_15;1
22554;180000.0;2.0;1.0;1.0;38.0;1;-2;-2;-2;-2;-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;-0.04934248677307133;0.0;12.100.717.685.412.400;City_27;2
22555;20000.0;2.0;2.0;1.0;32.0;0;0;2;0;0;2;15547.0;18186.0;17606.0;18708.0;20093.0;20721.0;2900.0;0.0;1400.0;1700.0;1100.0;600.0;1;10.728.924.743.599.800;110861.0;990.353.755.128.617;City_23;1
22556;180000.0;2.0;4.0;1.0;32.0;0;0;0;0;0;0;136055.0;136095.0;136201.0;136857.0;130839.0;131059.0;;6400.0;7000.0;5000.0;5000.0;5000.0;0;0.11743592976012136;807106.0;12.100.717.685.412.400;City_29;1
22557;230000.0;2.0;2.0;1.0;34.0;-2;-1;-1;-1;-1;-1;3256.0;1401.0;1624.0;4180.0;2665.0;3915.0;1401.0;1635.0;4180.0;2667.0;3915.0;2091.0;0;-0.0513235693194653;17041.0;12.345.838.935.721.900;City_32;1
22558;80000.0;2.0;2.0;1.0;43.0;0;0;0;0;-2;-2;78374.0;80472.0;82150.0;0.0;0.0;0.0;4000.0;4000.0;0.0;0.0;0.0;0.0;0;-0.014706272424981945;240996.0;11.289.794.413.577.800;City_16;1
22559;90000.0;2.0;2.0;;42.0;-1;-1;-1;-1;-1;-1;1367.0;2086.0;2987.0;5850.0;2720.0;4541.0;2086.0;2987.0;5856.0;2720.0;4541.0;11387.0;0;-0.08157600022211081;19551.0;11.407.576.060.361.700;City_26;1
22560;300000.0;2.0;3.0;1.0;30.0;0;0;0;0;0;0;25936.0;26008.0;26324.0;27249.0;46007.0;46764.0;1500.0;1800.0;2000.0;20000.0;2160.0;2400.0;0;-0.05070686126140211;198288.0;12.611.541.086.966.100;City_18;1
22561;160000.0;2.0;;2.0;36.0;1;-2;-2;-2;-2;-1;0.0;0.0;0.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;300.0;0.0;1;0.9104947692766487;300.0;11.982.935.344.196.400;City_45;2
22562;180000.0;2.0;2.0;2.0;47.0;-1;-1;-1;-1;-1;-1;4164.0;701.0;411.0;955.0;416.0;2408.0;701.0;411.0;960.0;416.0;2408.0;1609.0;0;-0.08308185210986525;9055.0;12.100.717.685.412.400;City_13;1
22563;160000.0;2.0;2.0;2.0;30.0;0;0;-1;0;0;0;13680.0;6729.0;119200.0;115893.0;113309.0;110073.0;2019.0;120377.0;3612.0;3100.0;3200.0;2558.0;0;-0.02649632733871822;478884.0;11.982.935.344.196.400;City_22;1
22564;230000.0;2.0;1.0;2.0;30.0;0;0;0;0;0;0;246101.0;261430.0;237267.0;212105.0;186149.0;159683.0;38172.0;9000.0;7800.0;6650.0;5496.0;5145.0;0;0.04698935249406209;1302735.0;12.345.838.935.721.900;City_40;1
22565;;2.0;1.0;2.0;31.0;-2;-2;-2;-2;-2;-2;3429.0;33535.0;2441.0;5681.0;65816.0;17577.0;33702.0;2453.0;5710.0;66145.0;17589.0;8050.0;0;0.08188431781356242;128479.0;;City_27;1
22566;500000.0;1.0;1.0;2.0;31.0;-2;-2;-2;-2;-2;-2;26760.0;747.0;2652.0;-11.0;-213.0;-213.0;750.0;2676.0;1.0;0.0;0.0;0.0;0;-0.08805796587307582;29722.0;13.122.365.377.402.300;City_27;1
22567;120000.0;1.0;2.0;2.0;30.0;2;2;2;2;2;2;69443.0;70896.0;72381.0;70629.0;74827.0;76470.0;3200.0;3200.0;0.0;6000.0;3000.0;3000.0;0;0.039848820345047456;434646.0;11.695.255.355.062.700;City_11;2
22568;;1.0;1.0;2.0;31.0;-2;-2;-2;-2;-2;-2;0.0;0.0;0.0;787.0;1233.0;0.0;0.0;0.0;787.0;1233.0;0.0;0.0;1;1.178.334.701.452.630;2020.0;;City_19;1
22569;200000.0;1.0;2.0;1.0;32.0;1;2;0;0;0;0;134625.0;98699.0;74015.0;54472.0;50540.0;46486.0;341.0;8024.0;5000.0;8000.0;1821.0;5000.0;0;-0.0031478823900675823;458837.0;12.206.077.645.517.600;City_45;2
22570;180000.0;1.0;1.0;2.0;31.0;0;0;0;0;0;0;89903.0;66236.0;59932.0;52382.0;40661.0;32385.0;3073.0;3010.0;2010.0;1200.0;1000.0;1000.0;0;-0.03581888153749135;341499.0;12.100.717.685.412.400;City_38;1
22571;240000.0;2.0;1.0;1.0;34.0;0;-1;-1;-1;-1;-1;1670.0;1479.0;1479.0;1479.0;1479.0;1240.0;1479.0;1479.0;1479.0;1479.0;1240.0;1655.0;1;10.030.732.418.706.900;8826.0;12.388.398.368.982.100;City_16;1
22572;500000.0;2.0;1.0;1.0;44.0;0;0;0;0;0;0;322849.0;331476.0;339278.0;85500.0;87192.0;92581.0;14000.0;15000.0;4000.0;4000.0;6784.0;0.0;0;0.04601295991619106;1258876.0;13.122.365.377.402.300;City_35;1
22573;;2.0;2.0;1.0;48.0;-1;-1;-1;-1;-2;-2;4498.0;-2.0;760.0;0.0;0.0;245.0;0.0;762.0;0.0;0.0;245.0;884.0;0;0.04691229671446595;5501.0;;City_27;1
22574;330000.0;;2.0;1.0;43.0;0;0;0;0;0;0;15018.0;17365.0;19114.0;14093.0;16005.0;4935.0;3000.0;2500.0;3000.0;3000.0;170.0;2000.0;0;0.051958477135739006;86530.0;12.706.850.963.741.100;City_17;1
22575;420000.0;2.0;1.0;2.0;37.0;0;0;0;0;0;0;433837.0;426169.0;411637.0;340947.0;267641.0;214445.0;;17000.0;13541.0;10008.0;7705.0;7246.0;0;0.13604971034068078;2094676.0;12.948.012.371.209.000;City_24;1
22576;220000.0;2.0;2.0;1.0;33.0;0;0;0;0;0;0;41352.0;43757.0;46012.0;47543.0;48489.0;49506.0;3100.0;3269.0;2800.0;1736.0;1799.0;1964.0;0;-0.02303477286972746;276659.0;12.301.387.370.778.700;City_26;1
22577;170000.0;2.0;2.0;2.0;34.0;-1;-1;-2;-2;-2;-2;2435.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.08032127143744436;2435.0;1.204.355.959.836.800;City_37;1
22578;;2.0;;1.0;48.0;-1;-1;-1;-1;-1;-1;907.0;19830.0;11639.0;14362.0;0.0;46514.0;19891.0;11639.0;14362.0;0.0;46514.0;2400.0;0;0.02853174132654217;93252.0;;City_42;1
22579;200000.0;2.0;3.0;2.0;31.0;0;0;0;0;0;0;187864.0;191756.0;194283.0;191693.0;188261.0;155159.0;8500.0;7500.0;7000.0;5000.0;7000.0;2000.0;0;0.050537059528173334;1109016.0;12.206.077.645.517.600;City_26;1
22580;230000.0;2.0;;1.0;32.0;0;0;0;0;0;0;55623.0;59913.0;60991.0;37289.0;37368.0;37357.0;5855.0;3000.0;1848.0;1457.0;4443.0;0.0;0;0.006780866601744109;288541.0;12.345.838.935.721.900;City_50;1
22581;150000.0;2.0;4.0;2.0;31.0;-2;-2;-2;-2;-1;2;9846.0;5345.0;0.0;0.0;1493.0;159.0;5345.0;0.0;0.0;1493.0;0.0;1119.0;0;0.002151893450181622;16843.0;11.918.397.239.722.800;City_40;1
22582;240000.0;;1.0;2.0;37.0;-2;-2;-2;-2;-2;-2;660.0;31187.0;1280.0;7623.0;0.0;11353.0;31187.0;1280.0;7643.0;0.0;11353.0;2576.0;0;0.05206156969925368;52103.0;12.388.398.368.982.100;City_18;1
22583;210000.0;2.0;2.0;1.0;;-2;-2;-1;-1;-1;-1;21639.0;8455.0;18062.0;3019.0;5587.0;28210.0;8455.0;18145.0;3019.0;5587.0;28210.0;2706.0;0;-0.16608193673906602;84972.0;1.225.486.757.159.300;City_12;1
22584;500000.0;2.0;1.0;2.0;35.0;0;0;0;0;0;0;113466.0;116857.0;116402.0;95244.0;68182.0;60153.0;12197.0;15263.0;4672.0;0.0;1296.0;54.0;0;0.09566684702154298;570304.0;13.122.365.377.402.300;City_5;1
22585;180000.0;2.0;;1.0;39.0;1;-2;-2;-1;3;2;0.0;0.0;0.0;300.0;300.0;150.0;0.0;0.0;300.0;0.0;0.0;645.0;0;-0.08500427795480427;750.0;12.100.717.685.412.400;City_9;2
22586;60000.0;2.0;2.0;2.0;31.0;0;0;0;0;0;2;59426.0;59643.0;61279.0;61017.0;30117.0;29526.0;2800.0;3200.0;2535.0;2331.0;0.0;1073.0;0;-0.10959878502986592;301008.0;11.002.116.507.732.000;City_47;1
22587;290000.0;2.0;1.0;1.0;34.0;0;0;0;0;0;0;276365.0;199540.0;191188.0;145089.0;137942.0;116689.0;;;7027.0;10088.0;8027.0;10025.0;0;-0.1391005607703205;1066813.0;12.577.639.650.232.500;City_26;1
22588;80000.0;2.0;3.0;3.0;48.0;0;0;0;0;0;0;36320.0;29106.0;15290.0;4456.0;33661.0;34275.0;2030.0;2000.0;2000.0;30000.0;12000.0;0.0;0;0.053217527922556664;153108.0;11.289.794.413.577.800;City_42;1
22589;180000.0;2.0;1.0;1.0;46.0;0;0;0;0;0;0;182283.0;167160.0;173685.0;179213.0;182271.0;156029.0;15000.0;11080.0;10000.0;10000.0;7000.0;10000.0;0;-0.0009809099435532191;1040641.0;12.100.717.685.412.400;City_17;1
22590;350000.0;2.0;3.0;1.0;33.0;-1;0;-1;-1;-1;-1;61937.0;65343.0;1355.0;7069.0;0.0;180.0;;1359.0;14615.0;0.0;180.0;1340.0;0;0.0717108050876044;135884.0;12.765.691.290.604.300;City_4;1
22591;160000.0;2.0;2.0;0.0;41.0;0;0;0;0;-2;-1;8554.0;1375.0;2310.0;0.0;0.0;351.0;1000.0;1000.0;0.0;0.0;351.0;0.0;1;12.786.592.683.201.800;12590.0;11.982.935.344.196.400;City_45;1
22592;210000.0;2.0;3.0;2.0;36.0;0;0;0;0;0;0;57605.0;58727.0;59854.0;61330.0;62394.0;63912.0;3000.0;3000.0;2804.0;3000.0;3000.0;2468.0;0;-0.1159591142782998;363822.0;1.225.486.757.159.300;City_2;1
22593;160000.0;2.0;1.0;1.0;35.0;1;-2;-2;-2;-1;-1;0.0;0.0;0.0;0.0;1240.0;0.0;0.0;0.0;0.0;1240.0;0.0;0.0;0;0.07020081233395485;1240.0;11.982.935.344.196.400;City_45;2
22594;350000.0;2.0;1.0;1.0;40.0;-2;-2;-2;-2;-2;-2;3286.0;-114.0;20482.0;0.0;0.0;0.0;0.0;20596.0;0.0;0.0;0.0;0.0;0;0.034044210385238076;23654.0;12.765.691.290.604.300;City_42;1
22595;130000.0;2.0;2.0;1.0;41.0;0;0;0;0;0;0;104898.0;103920.0;102270.0;96440.0;85065.0;85105.0;4714.0;4553.0;4203.0;3000.0;3100.0;3500.0;0;0.14148089038626896;577698.0;11.775.297.421.715.800;City_20;1
22596;;2.0;2.0;1.0;49.0;-2;-1;2;-1;-1;-1;0.0;2353.0;2135.0;3305.0;0.0;5370.0;2421.0;0.0;3305.0;0.0;5370.0;4605.0;0;-0.14449055445527126;13163.0;;City_33;1
22597;330000.0;2.0;3.0;1.0;40.0;0;0;0;0;0;0;81084.0;82838.0;84470.0;80923.0;82580.0;84330.0;3100.0;3026.0;3000.0;3000.0;3078.0;3238.0;0;-0.1944538477141176;496225.0;12.706.850.963.741.100;City_47;1
22598;500000.0;2.0;2.0;1.0;45.0;1;-1;-1;-1;-2;-2;0.0;1376.0;3719.0;-200.0;-200.0;-200.0;1376.0;3723.0;1319.0;0.0;0.0;0.0;1;0.9598131475444259;4495.0;13.122.365.377.402.300;City_44;2
22599;170000.0;2.0;;1.0;41.0;-1;-1;-1;-1;-1;-1;1000.0;0.0;978.0;1009.0;1101.0;0.0;0.0;978.0;1009.0;1101.0;0.0;912.0;0;-0.01671666713310475;4088.0;1.204.355.959.836.800;City_26;1
22600;240000.0;2.0;4.0;1.0;43.0;-2;-2;-2;-2;-2;-2;4522.0;1868.0;7182.0;6398.0;2498.0;3466.0;1868.0;7208.0;6450.0;2498.0;3466.0;2156.0;0;-0.09372435756627846;25934.0;12.388.398.368.982.100;City_4;1
22601;180000.0;2.0;6.0;2.0;47.0;0;0;0;0;0;0;167915.0;163279.0;166994.0;150812.0;123957.0;55778.0;6028.0;7758.0;5188.0;4570.0;1876.0;1701.0;1;0.9420266851883901;828735.0;12.100.717.685.412.400;City_8;1
22602;260000.0;2.0;2.0;2.0;;-1;-1;-1;-1;-1;-1;17631.0;13184.0;1700.0;5190.0;8455.0;1462.0;13184.0;1700.0;5190.0;8455.0;1462.0;3641.0;0;0.026069699913713353;47622.0;12.468.440.756.144.100;City_47;1
22603;130000.0;2.0;2.0;1.0;43.0;-1;-1;-1;-1;-1;-1;2292.0;6776.0;2811.0;3589.0;11151.0;1543.0;6776.0;2811.0;3589.0;11351.0;1543.0;1109.0;0;0.04945001987508614;28162.0;11.775.297.421.715.800;City_23;1
22604;30000.0;2.0;2.0;2.0;38.0;-1;0;-1;-1;-1;-2;497.0;1169.0;220.0;1705.0;0.0;0.0;1001.0;220.0;1705.0;0.0;0.0;0.0;0;-0.03671574457059811;3591.0;10.308.985.993.422.000;City_39;1
22605;440000.0;2.0;2.0;2.0;42.0;1;-2;-2;-1;-1;-1;0.0;0.0;0.0;17297.0;0.0;13497.0;0.0;0.0;17297.0;0.0;13497.0;0.0;0;0.007745503239868701;30794.0;12.994.532.278.619.100;City_44;2
22606;260000.0;2.0;2.0;1.0;43.0;-1;-1;-1;-2;-1;-1;684.0;1726.0;0.0;0.0;5055.0;5996.0;;0.0;0.0;5055.0;5996.0;5648.0;0;-0.04635826444159242;13461.0;12.468.440.756.144.100;City_30;1
22607;30000.0;2.0;1.0;1.0;38.0;2;0;0;0;0;0;25080.0;26460.0;27042.0;27617.0;28546.0;13487.0;1800.0;2000.0;1400.0;1300.0;700.0;1000.0;0;0.07427316855507086;148232.0;10.308.985.993.422.000;City_16;2
22608;390000.0;2.0;2.0;1.0;37.0;0;0;0;0;0;0;200927.0;200612.0;202794.0;191419.0;81360.0;66864.0;;8315.0;6839.0;3000.0;2348.0;2401.0;0;-0.09115604205027346;943976.0;12.873.904.582.205.100;City_1;1
